sgRNA	gene	counts	control mean	control stdev	fold change	p-value	p-value (adj.)	significant
RPL34-28	RPL34	138.07964155	1923.685556	71.7163011262	0.0717786964295	0.0	0.0	True
RPL11-5	RPL11	308.779014935	2491.24622817	88.8302733027	0.123945602584	4.21835681736e-302	1.44056885313e-299	True
PSMA3-3	PSMA3	309.729104211	2213.18117375	80.46524553	0.139947469229	3.8286054703e-267	8.71645845406e-265	True
NUP93-9	NUP93	57.0053566033	1135.82721575	47.5208857222	0.0501884052546	1.32214202752e-262	2.257557512e-260	True
RPS24-5	RPS24	335.698211109	2265.1513408	82.0311682513	0.148201228352	3.15969680901e-261	4.31614584111e-259	True
RPL30-17	RPL30	369.901425071	2389.90002927	85.7851275822	0.154776944868	6.02013165137e-261	6.85291652981e-259	True
POLR2D-7	POLR2D	246.073122671	1911.62700495	71.3507718422	0.128724443646	3.12632293674e-259	3.05039795113e-257	True
NUP205-3	NUP205	189.384462493	1637.464485	63.0097039565	0.115657142019	2.84950219765e-251	2.43276250125e-249	True
COPZ1-11	COPZ1	313.212764893	2079.26943955	76.4241585078	0.150635968064	7.45812533996e-248	5.65988845244e-246	True
RPL34-17	RPL34	121.61142742	1339.5284263	53.8574528754	0.0907867463148	8.26753028071e-247	5.64672318172e-245	True
RPL11-2	RPL11	299.278122168	2000.53082106	74.0434477002	0.14959935584	3.89981387327e-244	2.42142988677e-242	True
RPL36-27	RPL36	113.694016781	1287.08392389	52.2334679741	0.088334579176	3.3277466006e-243	1.89404244018e-241	True
RPS8-20	RPS8	425.956692397	2428.49258	86.9451735239	0.175399626873	7.03883530744e-242	3.69809578075e-240	True
RPL30-15	RPL30	196.03508743	1571.83670467	61.0028964643	0.124717209394	1.51925675148e-236	7.41180258045e-235	True
RPL30-1	RPL30	275.525890249	1842.26674584	69.2462711925	0.149558086999	3.93637201456e-234	1.79236139063e-232	True
COPZ1-19	COPZ1	120.027945293	1261.87930712	51.4512972411	0.0951184036506	3.37800078539e-233	1.44198408526e-231	True
COPB1-14	COPB1	118.76115959	1253.77471577	51.199543549	0.0947228860945	3.64320289915e-233	1.46371034125e-231	True
PSMD1-9	PSMD1	284.710086591	1863.02721145	69.876542061	0.152821217447	1.41555559593e-232	5.3712470668e-231	True
PSMA3-5	PSMA3	304.028568551	1932.26631545	71.9763484605	0.157342994659	1.83719567105e-232	6.60423496489e-231	True
NUP93-5	NUP93	165.948927001	1402.10232617	55.789370644	0.118357215378	1.86824144679e-227	6.3800445408e-226	True
PSMC1-1	PSMC1	191.918033898	1497.02908505	58.7095632417	0.128199268681	2.26433577951e-227	7.36448255909e-226	True
RPL6-15	RPL6	231.505087095	1634.94100888	62.9326218045	0.14159843434	1.64705886615e-226	5.11336911627e-225	True
PSMC2-6	PSMC2	408.538388991	2237.77766502	81.2065239738	0.182564333972	3.14963317953e-226	9.35304113747e-225	True
RPS7-11	RPS7	346.782586004	1946.26609228	72.4005180677	0.17817840396	2.98323999972e-215	8.48980383254e-214	True
RPL34-15	RPL34	332.214550427	1895.77254757	70.8700252035	0.175239667255	1.24916001855e-214	3.41270517069e-213	True
RPL11-1	RPL11	184.000623259	1390.07694924	55.4185533117	0.132367221368	1.2315460934e-213	3.23517685304e-212	True
PSMD11-6	PSMD11	359.767139452	1968.92247915	73.0866957781	0.182722856416	1.15310376516e-212	2.91692545038e-211	True
