ABCG8	16044.264258
ADH7	10629.510254
CABP5	15598.1521832
COPA	3790.6384325
COPB1	4857.53206595
COPS2	5223.59724992
COPS4	4603.05463714
COPS6	7279.24919362
COPS8	16772.8104368
COPZ1	14652.8820345
CRYGB	16484.6416301
CYP7A1	15242.1227288
DEFB129	17367.3079418
DMRTB1	15400.3049428
DMRTC2	11880.6312092
FAM71B	22400.7042215
FCRL4	11579.3203756
HTR3D	16002.2097721
IL1F10	11238.8224075
IL22	17346.5196448
KRT25	11597.9581591
KRT74	14014.1795301
KRT77	14945.3518682
KRT9	12076.3279361
LHX5	11876.5691281
LUZP4	14791.7096272
LYZL6	14728.3889524
MAGEB3	14358.7395793
MRGPRD	12559.4766319
NLRP5	17713.7795585
NPHS2	15591.2227509
NPSR1	14888.9606258
NUP133	7820.93964536
NUP205	8704.80068683
NUP54	6907.68825296
NUP93	4318.94791146
NUP98	16577.1137098
OC90	9698.8158078
OLIG2	13518.1277534
OR12D2	12942.0290859
OR52E8	20194.7552799
OR9Q2	9127.0181673
OTUD6A	12733.4292781
PIWIL3	13463.1701866
PLA2G2E	13223.7463522
POLA1	7908.39386033
POLR2A	6119.40558852
POLR2D	4421.93361269
POLR2F	9838.36023825
POU4F2	11396.2877836
PSMA3	6282.84461321
PSMB2	8559.99944565
PSMB3	8649.6041741
PSMC1	7444.8387318
PSMC2	9603.23743079
PSMC4	5317.02511346
PSMD1	9739.43661804
PSMD11	2730.67423138
PSMD6	8831.44203637
PSMD7	3140.22757689
RNASE9	11438.3422695
RPL11	3723.01673076
RPL18A	2706.06279929
RPL27	10338.7130419
RPL3	9196.31249064
RPL30	8860.83238731
RPL34	2504.39242379
RPL35A	3211.67241371
RPL36	4254.67145291
RPL5	10266.5513673
RPL6	2280.73902157
RPL9	2895.06903985
RPS11	6658.46763489
RPS13	3251.33744018
RPS19	4021.69915893
RPS24	17675.7871536
RPS27	4990.14706406
RPS3A	3782.27532451
RPS7	9907.89350753
RPS8	5555.73211006
RPS9	6157.15904744
RPTN	13985.0281251
RXFP2	15527.6631302
SAGE1	15661.2339121
SPATA16	14832.3304374
TAAR1	15288.4782417
TAAR8	15548.4514272
TAS2R13	13159.7088396
TAS2R9	17100.6442699
TGM6	20177.5511721
TPH2	10876.5803586
TRIM42	19026.070675
VN1R2	12388.1523911
