gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
PSMB2	7.62388315927e-13	0.0	0.0	True	24	19	-2.1358312131
PSMD6	8.4576990668e-09	0.0	0.0	True	19	17	-1.20532700231
POLR2D	4.12338833575e-06	0.0	0.0	True	10	8	-1.5387232379
COPS4	5.07638600826e-06	0.0	0.0	True	10	9	-1.4279106435
COPB1	5.86265554041e-06	0.0	0.0	True	10	9	-1.9300573736
RPS13	8.22107791198e-06	0.0	0.0	True	10	10	-1.89197907052
RPS19	8.61174670181e-06	0.0	0.0	True	10	9	-2.08491727303
PSMD7	1.43967909655e-05	0.0	0.0	True	10	10	-2.09506958444
RPS9	1.44612964259e-05	0.0	0.0	True	10	6	-2.00678299999
PSMD11	1.51325386934e-05	0.0	0.0	True	10	9	-1.37272647877
NUP93	1.7745704731e-05	0.0	0.0	True	11	9	-2.04356782529
RPL11	3.17213574268e-05	0.0	0.0	True	10	9	-2.38196389608
COPA	4.49441586145e-05	0.0104166666667	0.0745192307692	False	10	9	-1.89321951339
PSMC2	5.0331435361e-05	0.0208333333333	0.107638888889	False	14	9	-1.00322956644
NUP98	8.91823520272e-05	0.0208333333333	0.107638888889	False	16	9	-0.22043863626
RPL3	9.64973738121e-05	0.0208333333333	0.107638888889	False	11	9	-0.336199612864
RPL9	0.000105677933089	0.0208333333333	0.107638888889	False	10	8	-1.16936569584
RPS8	0.000120308416561	0.0208333333333	0.107638888889	False	10	8	-2.08641266669
PSMD1	0.000149305159438	0.03125	0.152960526316	False	12	7	-0.678204598116
COPZ1	0.000202916596012	0.0416666666667	0.176136363636	False	16	8	-0.2056315941
RPL35A	0.000218013342397	0.0416666666667	0.176136363636	False	7	5	-1.91220156671
RPL36	0.000228692596642	0.0416666666667	0.176136363636	False	10	8	-1.85419826362
PSMC1	0.000233446415159	0.0520833333333	0.19375	False	10	7	-1.17430754001
POLR2A	0.000239778635408	0.0520833333333	0.19375	False	10	8	-0.974966146586
POLR2F	0.000263013635132	0.0520833333333	0.19375	False	10	7	-0.810247423335
COPS6	0.000355341263538	0.0625	0.223557692308	False	10	7	-0.710197792259
NUP54	0.000380205543274	0.0729166666667	0.226041666667	False	11	7	-0.506531924245
PSMA3	0.000383228905193	0.0729166666667	0.226041666667	False	10	6	-0.981250979093
COPS2	0.00047500670115	0.0729166666667	0.226041666667	False	10	5	-0.663411827747
RPL18A	0.000502892801663	0.0729166666667	0.226041666667	False	8	6	-0.816315225063
COPS8	0.000598804276959	0.09375	0.249107142857	False	16	6	-0.0263470883117
PSMC4	0.000693886927421	0.09375	0.249107142857	False	10	7	-0.356603384558
NUP133	0.000724460315293	0.09375	0.249107142857	False	10	6	-0.583525653227
NUP205	0.000755175099348	0.09375	0.249107142857	False	10	6	-0.673069691857
RPS11	0.00103374739855	0.09375	0.249107142857	False	10	5	-0.571515919067
POLA1	0.00109915413278	0.104166666667	0.269097222222	False	10	5	-0.445730536728
RPL34	0.00133783875418	0.125	0.314189189189	False	7	6	-1.60248224645
RPL5	0.00191887432005	0.1875	0.458881578947	False	10	5	-0.270534348204
RPL30	0.00202584885947	0.197916666667	0.471955128205	False	10	5	-0.280320392571
PSMB3	0.00291567426291	0.229166666667	0.5328125	False	10	5	-0.294432583284
RPL27	0.00497005713264	0.34375	0.779725609756	False	10	3	0.185764620336
RPS3A	0.0134059458232	0.583333333333	1.0	False	6	4	-0.253377234091
RPS24	0.0312932786585	0.697916666667	1.0	False	13	2	0.252513646636
RPS27	0.0326020540753	0.71875	1.0	False	5	3	-0.397700777566
RPS7	0.0379697208264	0.75	1.0	False	8	3	0.071663918558
RPL6	0.107442061415	0.916666666667	1.0	False	2	2	-1.2048511059
PIWIL3	0.117204698106	0.927083333333	1.0	False	10	2	0.383429229286
FCRL4	0.127391797263	0.947916666667	1.0	False	10	2	0.255694256166
RPTN	0.285119667014	0.989583333333	1.0	False	10	1	0.254241886091
IL1F10	0.315296566077	0.989583333333	1.0	False	10	1	0.189595783333
KRT25	0.338189386056	0.989583333333	1.0	False	10	1	0.116727866284
