TGM6	14252.1866529
IL22	13076.1585636
FAM71B	15231.1337236
LHX5	8744.16189237
OR12D2	9171.95018237
RXFP2	11475.905231
SAGE1	11106.4618301
RPTN	10850.813232
NUP98	17898.074151
RNASE9	9165.4921603
NUP93	12095.2072791
KRT25	10658.6314026
RPL11	10393.629807
DMRTC2	10302.1040459
ADH7	8355.78980608
OR9Q2	6914.31474039
OTUD6A	8829.8977027
PSMC4	7679.92439215
TAS2R9	11347.8582415
COPB1	10925.6372119
NUP205	11670.536655
COPS8	17282.1124591
RPL9	6444.88334251
COPS2	8081.88059384
RPL5	12194.7498953
COPS6	9007.82734545
RPL3	11419.787246
COPS4	10377.596097
DMRTB1	11952.6854126
KRT9	10072.7329169
COPZ1	17282.7805304
VN1R2	8539.95478048
SPATA16	9823.98772174
POLR2D	9685.25159229
POLR2F	13870.0498982
POLR2A	9137.65585824
TRIM42	12264.8973765
MAGEB3	10105.0230273
ABCG8	10948.3516344
CABP5	11981.1897859
PSMD11	8982.21794756
TPH2	8980.65911464
NPHS2	11995.8873534
KRT74	12542.5923258
KRT77	11604.8429821
PIWIL3	11112.9198522
NUP133	8861.07436101
RPL18A	6579.83373488
RPL35A	6731.93128932
RPS7	8380.50844231
CRYGB	11733.112662
RPS9	8696.72883367
RPS8	11388.3878973
NLRP5	11885.2102164
RPL6	2898.31577011
PSMA3	10202.7841201
CYP7A1	11610.6329329
RPS19	11438.493241
RPS27	5859.87561849
RPS24	16916.2321049
PSMD6	18074.2222704
LYZL6	13638.897246
PLA2G2E	10165.817511
OLIG2	9269.04320395
TAAR1	10709.627508
NUP54	10109.2541452
TAAR8	10818.5231216
HTR3D	10856.6031828
RPS3A	6540.19484075
PSMB3	11301.5386349
PSMB2	22601.073056
RPS13	10076.9640348
POLA1	10172.2755331
PSMD7	9130.97514575
IL1F10	9073.96639913
PSMD1	12047.1061492
RPL27	10210.3555943
OC90	7196.0181172
PSMC1	13654.9309559
PSMC2	14198.7409529
FCRL4	9526.25063495
COPA	8619.23256874
MRGPRD	11327.3707232
OR52E8	13958.4579936
LUZP4	10022.8502636
POU4F2	7898.38369069
NPSR1	10719.4258863
RPL36	9481.71255166
RPL34	6009.74626877
RPL30	10557.5299535
TAS2R13	9426.03994754
DEFB129	12518.5417608
RPS11	11066.822936
