ABCG8	7693.67073104
ADH7	13835.3448654
CABP5	4640.04586054
COPA	5842.36309328
COPB1	4826.29994662
COPS2	8052.77150791
COPS4	7534.59379759
COPS6	4978.12963937
COPS8	14930.0405737
COPZ1	25795.8285607
CRYGB	9885.23631984
CYP7A1	9042.382226
DEFB129	10141.4262787
DMRTB1	13094.3145034
DMRTC2	5541.24024204
FAM71B	9150.00375045
FCRL4	19607.4097238
HTR3D	13168.5987206
IL1F10	16844.3992056
IL22	11400.2719889
KRT25	6195.30371555
KRT74	8185.03365075
KRT77	4646.93073921
KRT9	7234.19567043
LHX5	8849.24326124
LUZP4	11156.7647013
LYZL6	7026.19986223
MAGEB3	14201.692883
MRGPRD	6326.11641025
NLRP5	8397.7401654
NPHS2	9375.39293633
NPSR1	8112.56124371
NUP133	8327.80429261
NUP205	8813.00705773
NUP54	15803.3330785
NUP93	6677.60758438
NUP98	6118.84532613
OC90	12972.5608596
OLIG2	16323.684961
OR12D2	7461.03430445
OR52E8	1950.23247336
OR9Q2	1425.89460845
OTUD6A	13723.0126345
PIWIL3	7729.54457252
PLA2G2E	6613.83186619
POLA1	10246.873631
POLR2A	7238.18165281
POLR2D	10968.336443
POLR2F	7801.65461753
POU4F2	7428.05935925
PSMA3	12432.6414272
PSMB2	5621.32225182
PSMB3	11947.8010241
PSMC1	16789.6825382
PSMC2	23576.7234573
PSMC4	15821.0888182
PSMD1	13759.248838
PSMD11	10131.2801417
PSMD6	8896.71268785
PSMD7	10516.4709851
RNASE9	8960.48840605
RPL11	21682.6570993
RPL18A	8785.82990509
RPL27	16095.3968788
RPL3	15677.5934523
RPL30	19673.7219763
RPL34	14272.3534798
RPL35A	13841.50502
RPL36	18429.3707475
RPL5	8303.16367422
RPL6	12423.5823763
RPL9	12090.2093039
RPS11	9950.82384821
RPS13	5568.77975672
RPS19	18705.1282562
RPS24	18604.3916104
RPS27	7765.78077604
RPS3A	13910.3538067
RPS7	15955.8874953
RPS8	15481.9179533
RPS9	23720.5811852
RPTN	6631.94996795
RXFP2	9807.69084431
SAGE1	18502.2055165
SPATA16	5128.14752193
TAAR1	6623.97800318
TAAR8	11065.0871064
TAS2R13	5169.81915598
TAS2R9	10654.8932826
TGM6	4491.47742611
TPH2	7026.19986223
TRIM42	5524.20922639
VN1R2	6646.80681139
