TGM6	21719.3579357
IL22	18999.8764829
FAM71B	22661.5266713
LHX5	12578.0403452
OR12D2	13233.8740013
RXFP2	15809.4861127
SAGE1	15866.6829485
RPTN	14763.4507307
NUP98	11960.1039789
RNASE9	12176.2588918
NUP93	4744.53015782
KRT25	14297.1035242
RPL11	3424.09032468
DMRTC2	13230.7158938
ADH7	12107.1314278
OR9Q2	9191.84731042
OTUD6A	12145.0287177
PSMC4	3525.50066531
TAS2R9	16589.1877628
COPB1	5083.50036213
NUP205	7461.90620561
COPS8	16250.2175585
RPL9	3080.55840955
COPS2	6094.4456609
RPL5	8928.32078512
COPS6	5699.33132337
RPL3	8222.65921073
COPS4	4400.64734186
DMRTB1	14931.1813287
KRT9	13714.2572412
COPZ1	13395.6392852
VN1R2	12947.8898228
SPATA16	14141.6544553
POLR2D	3556.02903775
POLR2F	7701.22057346
POLR2A	4125.54108908
TRIM42	17195.5444016
MAGEB3	16089.5049772
ABCG8	15602.8055223
CABP5	16997.2854312
PSMD11	2541.22382982
TPH2	11994.4922605
NPHS2	17371.3457187
KRT74	16573.0463245
KRT77	16450.9328348
PIWIL3	14731.8696558
NUP133	6028.47630437
RPL18A	2915.63501822
RPL35A	3314.6092649
RPS7	9106.22750726
CRYGB	16533.7454313
RPS9	5327.3764408
RPS8	5625.29124769
NLRP5	18677.7495186
RPL6	1685.02579823
PSMA3	7266.10354101
CYP7A1	16637.9629786
RPS19	3977.11003689
RPS27	4275.02484378
RPS24	15487.7100492
PSMD6	7019.77115651
LYZL6	17071.6764077
PLA2G2E	15055.7511243
OLIG2	12542.5993611
TAAR1	15786.6775586
NUP54	6224.6298698
TAAR8	15597.8929107
HTR3D	14618.177786
RPS3A	2083.29824325
PSMB3	8634.61678822
PSMB2	10033.307507
RPS13	2614.56210383
POLA1	5693.36600922
PSMD7	3892.54293623
IL1F10	11050.21812
PSMD1	9588.01435044
RPL27	10144.8939718
OC90	9202.72523623
PSMC1	6454.820816
PSMC2	8117.73986177
FCRL4	12504.0002695
COPA	4376.43518441
MRGPRD	14370.792699
OR52E8	21068.0859904
LUZP4	14654.6714726
POU4F2	11664.6454779
NPSR1	15437.5312302
RPL36	4183.7906273
RPL34	2367.8788185
RPL30	8283.36505477
TAS2R13	14073.9305946
DEFB129	18827.2332733
RPS11	5595.46467692
