TGM6	14783.5813691
IL22	13310.6821586
FAM71B	15112.1278642
LHX5	8960.22110674
OR12D2	9329.70954973
RXFP2	11465.2617682
SAGE1	11044.9749824
RPTN	11006.3075873
NUP98	18085.2209172
RNASE9	9149.00897741
NUP93	12211.0623121
KRT25	10830.6615764
RPL11	9860.6912315
DMRTC2	9947.62968867
ADH7	8080.2219559
OR9Q2	6827.70162519
OTUD6A	8652.14558552
PSMC4	7701.12984612
TAS2R9	11365.1814512
COPB1	10679.2774605
NUP205	11358.6105213
COPS8	17330.0694345
RPL9	6429.40218185
COPS2	7649.32059112
RPL5	12147.3748377
COPS6	8933.17920291
RPL3	11533.2456198
COPS4	10245.0906308
DMRTB1	11689.6842971
KRT9	9984.02253121
COPZ1	17452.64255
VN1R2	8836.88980702
SPATA16	10070.2028042
POLR2D	9408.81343664
POLR2F	14196.4940551
POLR2A	9096.18881011
TRIM42	12068.5236789
MAGEB3	10550.6388713
ABCG8	11031.5803946
CABP5	11924.2159491
PSMD11	9088.35423984
TPH2	8818.44065768
NPHS2	12105.9274337
KRT74	12611.130852
KRT77	11615.8876998
PIWIL3	11198.1281948
NUP133	8974.62660691
RPL18A	6295.20357499
RPL35A	6746.32318563
RPS7	8616.76365528
CRYGB	11835.5083954
RPS9	8541.45068947
RPS8	11219.1046249
NLRP5	12007.1107571
RPL6	3008.98043935
PSMA3	9956.72789931
CYP7A1	11629.5350157
RPS19	11507.7200845
RPS27	5882.75135955
RPS24	17104.1305371
PSMD6	17869.1384146
LYZL6	14217.7232132
PLA2G2E	10588.5480823
OLIG2	9246.81474173
TAAR1	10692.1665923
NUP54	10435.3948699
TAAR8	10732.3503559
HTR3D	11170.8335629
RPS3A	6401.34936573
PSMB3	11539.8165497
PSMB2	23068.5130643
RPS13	9897.84225826
POLA1	9973.91340829
PSMD7	8831.83524556
IL1F10	9129.80164384
PSMD1	11639.1386825
RPL27	10208.4450602
OC90	6748.85046636
PSMC1	13545.4665386
PSMC2	14268.0160998
FCRL4	9582.69035099
COPA	8862.41534241
MRGPRD	11513.5328301
OR52E8	13852.7838755
LUZP4	9980.48433819
POU4F2	8085.02378929
NPSR1	10672.4538026
RPL36	9215.47646065
RPL34	6083.16472159
RPL30	10299.6798946
TAS2R13	9478.06092869
DEFB129	12272.2225058
RPS11	10793.2578216
