TGM6	20142.9259434
IL22	17426.7175957
FAM71B	22362.2640015
LHX5	12079.93529
OR12D2	12919.8202107
RXFP2	15501.0172364
SAGE1	15634.3588071
RPTN	14012.0761187
NUP98	16548.6669302
RNASE9	11418.7137619
NUP93	4387.15236075
KRT25	11578.0557463
RPL11	3716.62793241
DMRTC2	11860.2437217
ADH7	10611.2697242
OR9Q2	9111.35595497
OTUD6A	12711.5783658
PSMC4	5307.90095321
TAS2R9	17071.2990975
COPB1	4629.26630411
NUP205	8576.55845644
COPS8	17639.4916227
RPL9	2985.99245606
COPS2	5042.17195529
RPL5	10248.9336849
COPS6	7257.93197481
RPL3	9180.53136735
COPS4	4623.06437058
DMRTB1	15373.8775991
KRT9	12055.6046277
COPZ1	14627.737289
VN1R2	12366.8939834
SPATA16	14809.7401843
POLR2D	4414.3454539
POLR2F	9676.20897749
POLR2A	6258.94360558
TRIM42	19487.4292771
MAGEB3	14334.0995902
ABCG8	16016.7318625
CABP5	15571.3853283
PSMD11	2776.31939576
TPH2	10857.9158498
NPHS2	15733.8282794
KRT74	13990.1308155
KRT77	15080.4784362
PIWIL3	13440.067019
NUP133	7845.68444419
RPL18A	2495.32409993
RPL35A	3527.23042401
RPS7	9890.89129179
CRYGB	16456.353535
RPS9	5980.5722047
RPS8	5527.83105742
NLRP5	17683.3822292
RPL6	2706.42837566
PSMA3	5891.35977631
CYP7A1	15215.9668302
RPS19	4014.79781339
RPS27	4981.58383547
RPS24	17645.4550204
PSMD6	8727.31314827
LYZL6	14703.1146349
PLA2G2E	13207.255976
OLIG2	12846.1126161
TAAR1	15262.2427957
NUP54	6946.16554726
TAAR8	15521.7698601
HTR3D	15974.7495433
RPS3A	3744.29809737
PSMB3	8800.78220694
PSMB2	8545.31025292
RPS13	3245.75805637
POLA1	8277.67296775
PSMD7	3134.83886065
IL1F10	11219.5362814
PSMD1	9722.72347892
RPL27	10320.9715281
OC90	9462.2422709
PSMC1	7432.0631853
PSMC2	9586.7580132
FCRL4	12126.9268632
COPA	3682.75583393
MRGPRD	12537.9242272
OR52E8	20160.1005286
LUZP4	14766.3266496
POU4F2	11376.7314427
NPSR1	14863.4107629
RPL36	4247.37032055
RPL34	2281.11885743
RPL30	8985.88606905
TAS2R13	13137.12642
DEFB129	17185.0807241
RPS11	6647.04152266
