Gene,pos.pvalue,pos.fdr,neg.pvalue,neg.fdr,p.value.twosides
ABCG8,0.0061430208550834475,0.05769255014004751,0.9993791680879754,0.9999959434063085,0.012286041710166895
ADH7,2.063436390200568e-4,0.006396652809621761,0.9999895939943717,0.9999959434063085,4.126872780401136e-4
CABP5,0.29490125762632036,0.7217320252433629,0.9043445135221826,0.9999959434063085,0.5898025152526407
COPA,0.9922123010774639,0.9999999867281727,0.049614426658021404,0.1488432799740642,0.09922885331604281
COPB1,0.9999618747494783,0.9999999867281727,3.869829778437861e-4,0.003598941693947211,7.739659556875722e-4
COPS2,0.9421611344929005,0.9999999867281727,0.21133719440695242,0.479374611703575,0.42267438881390484
COPS4,0.9932838350072171,0.9999999867281727,0.0373538106359772,0.11978980652227172,0.0747076212719544
COPS6,0.9980085054756094,0.9999999867281727,0.012309136961997647,0.04977172771590353,0.024618273923995293
COPS8,0.8980061941574711,0.9999999867281727,0.30642152370379805,0.6476636751012096,0.6128430474075961
COPZ1,0.8272792697935337,0.9999999867281727,0.4331339721043548,0.895143542349,0.8662679442087096
CRYGB,0.6802342669033845,0.9999999867281727,0.6290909763848623,0.9999959434063085,1
CYP7A1,0.1256130981100534,0.428870212894537,0.9718414381996184,0.9999959434063085,0.2512261962201068
DEFB129,6.361030565078529e-4,0.011831516851046065,0.999962148598293,0.9999959434063085,0.0012722061130157059
DMRTB1,0.0077809596604716535,0.06578447712944216,0.9992443188031627,0.9999959434063085,0.015561919320943307
DMRTC2,0.0062035000150588715,0.05769255014004751,0.9992521291311843,0.9999959434063085,0.012407000030117743
FAM71B,0.06201441076892489,0.303544221132106,0.9895906599216604,0.9999959434063085,0.12402882153784978
FCRL4,0.16675503779297962,0.4902422585232738,0.9589301793915844,0.9999959434063085,0.33351007558595924
HTR3D,0.11989573969276435,0.428870212894537,0.9727116846892709,0.9999959434063085,0.2397914793855287
IL1F10,0.7408014328640409,0.9999999867281727,0.5551085515006646,0.9999959434063085,1
IL22,0.7490543076866969,0.9999999867281727,0.5385423967536921,0.9999959434063085,1
KRT25,0.018635226158902674,0.14442300273149572,0.9973535315190051,0.9999959434063085,0.03727045231780535
KRT74,0.16116746314704422,0.4902422585232738,0.9582418216697604,0.9999959434063085,0.32233492629408844
KRT77,0.21425996355475097,0.5651054611307617,0.941988612203622,0.9999959434063085,0.42851992710950193
KRT9,0.3131742442645239,0.744386671362655,0.8959709969864187,0.9999959434063085,0.6263484885290478
LHX5,0.053055395443356024,0.27411954312400616,0.9796167317541168,0.9999959434063085,0.10611079088671205
LUZP4,0.22482690389073312,0.5651054611307617,0.9385169378751246,0.9999959434063085,0.44965380778146624
LYZL6,0.17569448213165983,0.4951389950983141,0.9499093040115845,0.9999959434063085,0.35138896426331967
MAGEB3,8.365139838195645e-5,0.003889790024760975,0.9999959434063085,0.9999959434063085,1.673027967639129e-4
MRGPRD,0.16452205400394337,0.4902422585232738,0.9607734358816555,0.9999959434063085,0.32904410800788675
NLRP5,0.5586967573891274,0.9999999867281727,0.7331687512829916,0.9999959434063085,1
NPHS2,0.12282382707032924,0.428870212894537,0.9727939417914523,0.9999959434063085,0.24564765414065848
NPSR1,0.44168649262632065,0.9780200908154244,0.8188680502818942,0.9999959434063085,0.8833729852526413
NUP133,0.9449728664979519,0.9999999867281727,0.20498165058747952,0.479374611703575,0.40996330117495905
NUP205,0.9949036085223918,0.9999999867281727,0.03393829385112879,0.11272361886267776,0.06787658770225757
NUP54,0.9405960087772806,0.9999999867281727,0.20863359709431828,0.479374611703575,0.41726719418863656
NUP93,0.9998991145344178,0.9999999867281727,0.0011859864911821782,0.007353116245329506,0.0023719729823643565
NUP98,0.9964970843261923,0.9999999867281727,0.026272032427633762,0.0977319606307976,0.052544064855267525
OC90,0.3201663102635075,0.744386671362655,0.8925831699830342,0.9999959434063085,0.640332620527015
OLIG2,0,0,0.9998167039247043,0.9999959434063085,0
OR12D2,0.12912221463491436,0.428870212894537,0.9656229504481803,0.9999959434063085,0.2582444292698287
OR52E8,0.08233797370004137,0.3646395978144689,0.9835560285244928,0.9999959434063085,0.16467594740008273
