TGM6	4490.86229991
IL22	11398.7106751
FAM71B	9148.75062001
LHX5	8848.03132118
OR12D2	7460.01248529
RXFP2	9806.34764093
SAGE1	18499.6715638
RPTN	6631.04169527
NUP98	6118.00732523
RNASE9	8959.26123051
NUP93	6676.69305871
KRT25	6194.45524337
RPL11	21679.6875708
DMRTC2	5540.48134653
ADH7	13833.4500583
OR9Q2	1425.69932635
OTUD6A	13721.1332118
PSMC4	15818.9220554
TAS2R9	10653.4340514
COPB1	4825.63896511
NUP205	8811.80008036
COPS8	14927.9958436
RPL9	12088.5535003
COPS2	8162.53624483
RPL5	8302.02652199
COPS6	4977.44786415
RPL3	15675.4463417
COPS4	7533.56190415
DMRTB1	13092.5211835
KRT9	7233.20491774
COPZ1	25792.2957165
VN1R2	6645.89650401
SPATA16	5127.44520115
POLR2D	10966.8342845
POLR2F	7800.58614901
POLR2A	7237.19035423
TRIM42	5523.45266334
MAGEB3	14199.747903
ABCG8	7692.61705136
CABP5	4639.41038728
PSMD11	10129.8926215
TPH2	7025.23759542
NPHS2	9374.10893792
KRT74	8137.17437625
KRT77	4646.29432304
PIWIL3	7728.48597978
NUP133	8326.66376575
RPL18A	8784.62664974
RPL35A	13839.6093693
RPS7	15953.7022712
CRYGB	9878.08549776
RPS9	23717.3325546
RPS8	15479.7976413
NLRP5	8396.59006054
RPL6	12421.8809159
PSMA3	12430.9387261
CYP7A1	9041.14383477
RPS19	18702.5665124
RPS27	7764.7172206
RPS24	18601.8436629
PSMD6	8895.49424666
LYZL6	7105.67095004
PLA2G2E	6612.92607486
OLIG2	16321.4493656
TAAR1	6623.07082229
NUP54	15801.1687474
TAAR8	11063.5716975
HTR3D	13166.7952272
RPS3A	13908.4487268
PSMB3	11946.1647239
PSMB2	5620.55238874
RPS13	5568.01708955
POLA1	10245.4702797
PSMD7	10515.0307114
IL1F10	16842.0922962
PSMD1	13757.3644526
RPL27	16093.1925484
OC90	12970.7842143
PSMC1	16787.3831225
PSMC2	23573.4945285
FCRL4	19604.7244089
COPA	5841.56295776
MRGPRD	6325.25002274
OR52E8	1948.15381901
LUZP4	11155.2367367
POU4F2	7427.04205614
NPSR1	8111.45019527
RPL36	18426.8467697
RPL34	14270.3988226
RPL30	19671.0275796
TAS2R13	5169.1111281
DEFB129	10140.0373689
RPS11	9949.46104218
