gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
PSMD6	2.67959775495e-09	0.0	0.0	True	19	18	-1.35934404787
PSMB2	2.96198095647e-09	0.0	0.0	True	24	20	-1.98246178182
POLR2D	1.80615693391e-06	0.0	0.0	True	10	8	-2.18758828574
NUP98	2.21649691082e-06	0.0	0.0	True	16	13	-0.534452655777
RPS9	3.80324195759e-06	0.0	0.0	True	10	7	-2.44020872296
COPB1	4.71960306953e-06	0.0	0.0	True	10	9	-1.48423573217
RPS8	5.64818689824e-06	0.0	0.0	True	10	7	-1.76845751528
RPS19	7.05538564051e-06	0.0	0.0	True	10	9	-2.29268533319
PSMC2	8.64827128111e-06	0.0	0.0	True	14	11	-1.13037796043
PSMD7	1.15376345246e-05	0.0	0.0	True	10	8	-1.71071577099
COPS4	1.24521566739e-05	0.0	0.0	True	10	9	-1.69188693326
PSMD11	1.57411813797e-05	0.0	0.0	True	10	10	-1.53259180795
POLR2A	1.66558741502e-05	0.0	0.0	True	10	9	-1.30030674606
NUP93	1.71931151324e-05	0.0	0.0	True	11	9	-1.92075922238
RPS13	1.78371243623e-05	0.0	0.0	True	10	10	-1.89110036216
COPA	2.61624183101e-05	0.0	0.0	True	10	8	-1.59806678058
RPL11	3.99043639576e-05	0.0	0.0	True	10	10	-2.25373740667
COPS6	8.4583722584e-05	0.0104166666667	0.0509868421053	False	10	9	-0.827113560545
RPL3	0.000101665687094	0.0104166666667	0.0509868421053	False	11	9	-0.424965561345
COPZ1	0.000117248271596	0.0208333333333	0.0922619047619	False	16	8	-0.339844537612
RPL36	0.0001266390369	0.0208333333333	0.0922619047619	False	10	8	-1.52752380667
POLR2F	0.000193341203516	0.03125	0.132102272727	False	10	8	-1.10539392555
PSMC4	0.000212904398158	0.0416666666667	0.16847826087	False	10	8	-0.753561816368
NUP133	0.000233446415159	0.0520833333333	0.19375	False	10	7	-1.04259732647
PSMD1	0.000245495895237	0.0625	0.19375	False	12	8	-0.544753701992
RPL35A	0.000286531456879	0.0625	0.19375	False	7	5	-2.06586545753
POLA1	0.000302680809661	0.0625	0.19375	False	10	7	-1.06742722534
NUP205	0.000324006860836	0.0625	0.19375	False	10	8	-0.822179263913
NUP54	0.000324365877894	0.0625	0.19375	False	11	7	-0.729735164956
PSMC1	0.000339030675427	0.0625	0.19375	False	10	8	-1.66110910684
COPS8	0.000346768566467	0.0729166666667	0.21875	False	16	8	-0.145695954493
PSMA3	0.00057350642593	0.0833333333333	0.234848484848	False	10	6	-0.973037854299
RPL9	0.000658560202394	0.0833333333333	0.234848484848	False	10	6	-0.903321161415
RPL18A	0.00152393089746	0.15625	0.427389705882	False	8	6	-0.891415057776
PSMB3	0.00179443824246	0.177083333333	0.4359375	False	10	6	-0.450971760702
RPL30	0.00202584885947	0.1875	0.4359375	False	10	5	-0.367602000193
RPL5	0.00203149758473	0.1875	0.4359375	False	10	6	-0.538135231241
RPS3A	0.00210382847739	0.1875	0.4359375	False	6	6	-1.23374427386
RPS11	0.0021407908725	0.1875	0.4359375	False	10	6	-0.791273720191
RPL34	0.00221634070507	0.1875	0.4359375	False	7	6	-2.03934932554
COPS2	0.00301450174518	0.229166666667	0.519817073171	False	10	5	-0.340057586143
RPL27	0.00640801151379	0.416666666667	0.922619047619	False	10	5	-0.00965135528009
RPS27	0.0188324334421	0.6875	1.0	False	5	4	-0.648502738163
RPS7	0.0365764781543	0.791666666667	1.0	False	8	3	0.139734164628
