gene,m.x,NScore.x,p.value.pos,FDR.pos,rank.pos,m.y,NScore.y,p.value.neg,FDR.neg,rank.neg,p.value.twosides
OLIG2,36,2.079930285016411,3.5829451809387314e-4,0.0166606950913651,1,36,2.079930285016411,1,1,93,7.165890361877463e-4
OC90,18,2.0184537250007137,3.5829451809387314e-4,0.0166606950913651,2,18,2.0184537250007137,1,1,92,7.165890361877463e-4
MAGEB3,24,1.8854579918045034,0.002866356144750985,0.0666427803654604,3,24,1.8854579918045034,0.9974919383733429,1,91,0.00573271228950197
FCRL4,27,1.8811955320582692,0.002866356144750985,0.0666427803654604,4,27,1.8811955320582692,0.9974919383733429,1,90,0.00573271228950197
RPS9,42,1.861151543539961,0.004299534217126478,0.0799713364385525,5,42,1.861151543539961,0.9960587603009674,1,89,0.008599068434252956
COPS8,30,1.7758034973708998,0.008240773916159082,0.11900496493832217,6,30,1.7758034973708998,0.9921175206019348,1,88,0.016481547832318165
TAAR8,21,1.7672281107353436,0.00895736295234683,0.11900496493832217,7,21,1.7672281107353436,0.991400931565747,1,87,0.01791472590469366
CRYGB,18,1.6971261422521653,0.018631314940881404,0.1332855607309208,8,18,1.6971261422521653,0.9817269795772124,1,86,0.03726262988176281
DMRTB1,24,1.6945895982515014,0.018631314940881404,0.1332855607309208,9,24,1.6945895982515014,0.9817269795772124,1,85,0.03726262988176281
SPATA16,15,1.6920025739568672,0.01934790397706915,0.1332855607309208,10,15,1.6920025739568672,0.9810103905410247,1,84,0.0386958079541383
HTR3D,24,1.6914347757877697,0.01934790397706915,0.1332855607309208,11,24,1.6914347757877697,0.9810103905410247,1,83,0.0386958079541383
RPS3A,18,1.688382977226913,0.0200644930132569,0.1332855607309208,12,18,1.688382977226913,0.980293801504837,1,82,0.0401289860265138
LHX5,15,1.6855229600791195,0.02149767108563239,0.1332855607309208,13,15,1.6855229600791195,0.9788606234324615,1,81,0.04299534217126478
IL22,21,1.6844956783064418,0.02185596560372626,0.1332855607309208,14,21,1.6844956783064418,0.9785023289143676,1,80,0.04371193120745252
DEFB129,18,1.6843914613212518,0.02185596560372626,0.1332855607309208,15,18,1.6843914613212518,0.9785023289143676,1,79,0.04371193120745252
LUZP4,21,1.6721214072172088,0.02293084915800788,0.1332855607309208,16,21,1.6721214072172088,0.977427445360086,1,78,0.04586169831601576
KRT9,15,1.6405721368732555,0.027588677893228233,0.13782938666492947,17,15,1.6405721368732555,0.9727696166248656,1,77,0.05517735578645647
PSMC4,27,1.6356186430912496,0.027946972411322105,0.13782938666492947,18,27,1.6356186430912496,0.9724113221067717,1,76,0.05589394482264421
