gene,pvalue,log2FoldChange,stat,padj
ABCG8,2.8824852947786792e-6,0.10509849977427449,2.190186567998003,5.361422648288344e-6
ADH7,0.05886822850977214,0.04542717251499287,0.9980298215213425,0.06440876766363306
CABP5,1.0053105520616462e-23,0.21092008448916294,3.790565600267189,2.3373470335433277e-23
COPA,1.917124576438566e-67,-0.6123026360331034,-3.491705316318565,4.818718529967207e-67
COPB1,0,-1.5830573260287193,-18.149382645362582,0
COPS2,5.079569165730381e-5,-0.023674402652115303,0.330190212392075,8.144826420912507e-5
COPS4,1.8551490563084855e-96,-0.29250806121536554,-4.996898556055203,5.074378301079093e-96
COPS6,1.8056318833553514e-4,0.03837636729838418,1.0822853499099017,2.665456589715043e-4
COPS8,1.7623221641888092e-11,0.07545046252112703,1.6251645853035754,3.7249082106718016e-11
COPZ1,0,-1.5188600116935715,-20.999390618852882,0
CRYGB,0.0019531039673229382,0.08029398145172831,1.6802927874949234,0.0025948381280147606
CYP7A1,0.5750061575324217,0.06875649607140653,0.7719314937102701,0.5750061575324217
DEFB129,1.2852980495939537e-4,0.06973720603454732,1.6243362889961483,1.9279470743909305e-4
DMRTB1,6.720737613536112e-4,0.07523655526961819,1.637958441083726,9.328785045654602e-4
DMRTC2,1.6994244708707896e-19,0.11700836815834757,2.081322834955686,3.85479209246301e-19
FAM71B,0.10422779729609573,0.04621292990395504,1.1076251504824004,0.11014983123337391
FCRL4,2.066105993731794e-4,0.06617677139299054,1.6454059586041587,3.002310272141513e-4
HTR3D,2.3393913241069649e-4,0.07687911091575564,1.6459284439603934,3.3471291252607345e-4
IL1F10,1.0424613280542678e-6,0.07125964673673253,1.5200273880566455,1.978549051205039e-6
IL22,5.1779203480595336e-5,0.06576316219818606,1.6184233783626776,8.16180665033113e-5
KRT25,2.901135942312312e-5,0.08122538684451854,2.092942048473639,4.817957904197233e-5
KRT74,0.0021605053505788113,0.08014865459072243,1.686606854260321,0.0028299577127299923
KRT77,0.2616535151713136,0.054037218173659446,1.0339260870159308,0.2644975751188279
KRT9,1.6337018386143264e-8,0.13912241103114084,2.712650910309107,3.232644063641114e-8
LHX5,1.0428994595232885e-5,0.10878485264314758,2.213474112640225,1.8651855718397276e-5
LUZP4,1.590431857176423e-5,0.0667719579270206,1.5984148293509854,2.7390770873593952e-5
LYZL6,0.0023402223033597903,0.09596066032953031,1.8199819987648083,0.0030227871418397295
MAGEB3,1.4744847182043283e-15,0.10156807165458955,2.5170238849688853,3.1890018323954077e-15
MRGPRD,0.009383940310084637,0.1717083503077143,1.2917600290897073,0.01163608598450495
NLRP5,1.1804872469477368e-4,0.061725064584323995,1.3677047282272663,1.7997592453465494e-4
NPHS2,1.2555549394279955e-5,0.06683306743464161,1.3734729881503307,2.203143572958558e-5
NPSR1,0.0664078068344808,0.06987759265659148,1.2972622478975364,0.07181309343728738
NUP133,2.9216289185841603e-274,-0.5726690787422645,-8.324094835833817,1.0450441901089497e-273
NUP205,0,-1.4683702312861837,-16.492255249390045,0
NUP54,3.339882450718877e-210,-0.49249084507894614,-6.2403784844737835,1.071065751437433e-209
NUP93,0,-2.7711536698771724,-26.255936292119433,0
NUP98,7.5763543075527e-55,-0.3570438023424596,-6.54391542910982,1.8066691041087207e-54
OC90,6.419800049898832e-9,0.12091228730348214,2.720434859016117,1.297916097044764e-8
OLIG2,6.424868401542516e-18,0.11912240732143202,2.430692297664326,1.4226494317701287e-17
OR12D2,3.0333381079354876e-4,0.039985391811167725,1.4334021571174853,4.2742491520909143e-4
OR52E8,0.023681644148078072,0.08563597074699181,2.262255142703051,0.027529911322140763
OR9Q2,0.04746280741408476,0.09148070380589135,1.9821468489712244,0.05382976938426686
OTUD6A,0.013076173536453638,0.054693622319628946,1.1707146516624907,0.015793300505067383
PIWIL3,0.1523887447197171,0.03139314711248769,0.37791427639645764,0.1574683695437077
PLA2G2E,0.14734357330328587,0.04666227771190416,1.0549809656622475,0.15396575637309648
POLA1,0,-1.7785136734015246,-18.237443162977392,0
POLR2A,0,-1.6928829400542489,-19.776945593945676,0
