gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
RPL11	1.17580572356e-07	0.0	0.0	True	14	9	-1.49136947039
COPZ1	3.76165574467e-07	0.0	0.0	True	14	9	-1.21844759544
RPS24	9.67729693728e-07	0.0	0.0	True	18	10	-0.276653267511
RPL6	7.24131449603e-06	0.0147058823529	0.0976890756303	False	9	6	-1.84176954804
PSMD1	1.06173604372e-05	0.0147058823529	0.0976890756303	False	10	7	-1.45498518013
RPL34	1.34001180501e-05	0.0147058823529	0.0976890756303	False	9	8	-2.0905511666
POLA1	2.83070811515e-05	0.0147058823529	0.0976890756303	False	9	7	-1.73374019079
RPS8	2.96278488298e-05	0.0147058823529	0.0976890756303	False	12	7	-0.531211789943
NUP93	3.75781898288e-05	0.0147058823529	0.0976890756303	False	6	6	-2.89704489542
RPS19	5.00969966638e-05	0.0147058823529	0.0976890756303	False	16	7	0.0774983711225
RPS7	5.9183074679e-05	0.0147058823529	0.0976890756303	False	13	7	-0.655340975194
RPL36	6.39841573163e-05	0.0147058823529	0.0976890756303	False	14	5	0.0975216532811
RPL30	0.000134568069468	0.0147058823529	0.0976890756303	False	10	3	0.183672181419
PSMA3	0.000153924062852	0.0147058823529	0.0976890756303	False	7	5	-1.75068868238
POLR2D	0.000290683562048	0.0441176470588	0.273529411765	False	6	5	-1.80076644606
PSMD7	0.000822841529273	0.132352941176	0.683823529412	False	8	5	-0.462933487575
NUP54	0.000927534355463	0.132352941176	0.683823529412	False	12	5	-0.0718869455842
NUP205	0.000985050887297	0.132352941176	0.683823529412	False	7	4	-1.08691028876
PSMC2	0.0013533258204	0.161764705882	0.791795665635	False	13	4	0.172095551626
PSMD11	0.00244400095342	0.235294117647	1.0	False	8	3	0.154400910973
POLR2A	0.00265243028491	0.235294117647	1.0	False	5	4	-1.93018479813
RPL3	0.00357423472526	0.279411764706	1.0	False	12	4	0.215501997741
RPS11	0.00477343936215	0.338235294118	1.0	False	8	3	0.118662741723
COPB1	0.00627840784911	0.352941176471	1.0	False	4	3	-1.26380227358
RPL5	0.00879822829767	0.455882352941	1.0	False	7	3	0.259757136319
PSMD6	0.0101747333191	0.470588235294	1.0	False	7	3	0.0974952796166
NUP133	0.0121460998264	0.485294117647	1.0	False	7	3	-0.0997313913895
RPS27	0.0123796723317	0.485294117647	1.0	False	4	3	-0.796788504922
RPL27	0.0319064329491	0.661764705882	1.0	False	10	2	0.270988406852
RPL9	0.0356728668843	0.676470588235	1.0	False	12	2	0.0
RPL18A	0.0438359746961	0.691176470588	1.0	False	7	2	0.221180589976
RPL35A	0.0475916902649	0.691176470588	1.0	False	10	2	0.0931190469957
PSMC1	0.0520140882207	0.705882352941	1.0	False	10	2	0.238500082867
COPS4	0.0569552551078	0.735294117647	1.0	False	5	2	0.118415481683
POLR2F	0.0634184300166	0.75	1.0	False	6	2	-0.102661651883
NUP98	0.0641579972947	0.764705882353	1.0	False	4	2	-0.127087588647
RPS3A	0.158125915081	0.779411764706	1.0	False	6	1	0.282548659076
PSMB3	0.200585651537	0.794117647059	1.0	False	7	1	0.212543136644
COPA	0.207906295754	0.794117647059	1.0	False	8	1	0.0
COPS2	0.222547584187	0.794117647059	1.0	False	6	1	0.219614586425
TGM6	1.0	1.0	1.0	False	3	0	0.309685195353
IL22	1.0	1.0	1.0	False	7	0	0.264152592076
FAM71B	1.0	1.0	1.0	False	4	0	0.226141188748
LHX5	1.0	1.0	1.0	False	5	0	0.373714621481
OR12D2	1.0	1.0	1.0	False	3	0	0.291491394562
RXFP2	1.0	1.0	1.0	False	6	0	0.282610334004
SAGE1	1.0	1.0	1.0	False	11	0	0.254230779816
RPTN	1.0	1.0	1.0	False	5	0	0.192112743718
RNASE9	1.0	1.0	1.0	False	4	0	0.305687759405
TAS2R13	1.0	1.0	1.0	False	4	0	0.285408017529
DMRTC2	1.0	1.0	1.0	False	4	0	0.314877025701
TAAR1	1.0	1.0	1.0	False	7	0	0.296656999487
OR9Q2	1.0	1.0	1.0	False	1	0	0.324688611043
OTUD6A	1.0	1.0	1.0	False	8	0	0.268021088869
PSMC4	1.0	1.0	1.0	False	9	0	0.240978113646
TAS2R9	1.0	1.0	1.0	False	7	0	0.278953712908
COPS8	1.0	1.0	1.0	False	10	0	0.346231378389
COPS6	1.0	1.0	1.0	False	3	0	0.281835286333
DMRTB1	1.0	1.0	1.0	False	8	0	0.270786163694
CRYGB	1.0	1.0	1.0	False	6	0	0.275348341415
VN1R2	1.0	1.0	1.0	False	8	0	0.206156455446
SPATA16	1.0	1.0	1.0	False	5	0	0.253261784077
TRIM42	1.0	1.0	1.0	False	3	0	0.206311129135
MAGEB3	1.0	1.0	1.0	False	8	0	0.243456976523
ABCG8	1.0	1.0	1.0	False	5	0	0.270217802497
CABP5	1.0	1.0	1.0	False	4	0	0.331751074781
TPH2	1.0	1.0	1.0	False	7	0	0.358308002725
NPHS2	1.0	1.0	1.0	False	7	0	0.253912285829
KRT74	1.0	1.0	1.0	False	4	0	0.300702350366
KRT77	1.0	1.0	1.0	False	4	0	0.265311209617
PIWIL3	1.0	1.0	1.0	False	7	0	0.194020724314
KRT9	1.0	1.0	1.0	False	5	0	0.321175337017
RPS9	1.0	1.0	1.0	False	14	0	0.26031085551
NLRP5	1.0	1.0	1.0	False	5	0	0.190737070183
CYP7A1	1.0	1.0	1.0	False	8	0	0.247621361145
IL1F10	1.0	1.0	1.0	False	11	0	0.26894442076
LYZL6	1.0	1.0	1.0	False	5	0	0.278399847449
PLA2G2E	1.0	1.0	1.0	False	5	0	0.222899082784
OLIG2	1.0	1.0	1.0	False	12	0	0.314103038692
ADH7	1.0	1.0	1.0	False	9	0	0.240095841068
TAAR8	1.0	1.0	1.0	False	7	0	0.296035312648
HTR3D	1.0	1.0	1.0	False	8	0	0.286297987591
PSMB2	1.0	1.0	1.0	False	6	0	0.353999138649
RPS13	1.0	1.0	1.0	False	3	0	0.230019028106
OC90	1.0	1.0	1.0	False	6	0	0.30872353305
FCRL4	1.0	1.0	1.0	False	9	0	0.294644353998
MRGPRD	1.0	1.0	1.0	False	5	0	0.319500039558
OR52E8	1.0	1.0	1.0	False	1	0	0.272181098965
LUZP4	1.0	1.0	1.0	False	7	0	0.275010744658
POU4F2	1.0	1.0	1.0	False	5	0	0.249202977648
NPSR1	1.0	1.0	1.0	False	6	0	0.291804249454
DEFB129	1.0	1.0	1.0	False	6	0	0.279226374969
KRT25	1.0	1.0	1.0	False	3	0	0.281543690928
