sgRNA,logFC,logCPM,PValue
TRCN0000117565,-7.4059469803605085,10.094707975373815,1.2575943468236365e-8
TRCN0000074712,-5.576600857259036,9.776225894890569,1.6235619457289358e-4
TRCN0000074994,-6.945752202339039,9.741499860772091,2.910199511314866e-4
TRCN0000074765,-6.974326129831959,9.231584929252438,2.5099305688251936e-7
TRCN0000077925,-9.063317568270739,9.949133801590154,1.7414658374158883e-7
TRCN0000117564,-7.963002610457536,10.513315912111349,6.738383846816408e-10
TRCN0000074916,-15.506170688500836,9.004829946583241,8.01197570446975e-25
TRCN0000007174,-7.735320689669458,10.93532638949073,8.481959855768412e-6
TRCN0000074981,-15.75302164813982,9.251470160392817,3.476229995212068e-25
TRCN0000058107,-8.783678786457887,10.650052229652163,5.580372999304413e-16
TRCN0000077927,-7.142884734044066,9.21224718866752,2.2823429982462652e-7
TRCN0000118343,-6.522205941694782,8.562427100592267,2.0224077836458566e-4
TRCN0000003904,-16.51860718327734,10.016667354083525,1.3525935697952223e-29
TRCN0000117560,-4.755796910154126,10.518327032686777,9.262326322515267e-23
TRCN0000007171,-8.493546389722562,9.998243507758598,4.7033887034043185e-7
TRCN0000117712,-8.91036537913589,12.634378928109975,1.4151803135591882e-11
TRCN0000003906,-9.424393130866356,9.78893198064216,3.8534691732752153e-8
TRCN0000074794,-5.882224996983236,9.727464047205027,3.4049702407751587e-7
TRCN0000117507,-6.395235932407427,9.57728180417687,7.208130729094976e-7
TRCN0000003907,-6.350603587663357,10.955964423833377,3.2898505536735976e-44
TRCN0000155168,-16.324870952477035,9.823034738903678,6.2408875620020276e-30
TRCN0000117776,-7.331650129234226,7.739382675532779,2.4445094347257795e-6
TRCN0000117715,-6.880214953465357,11.868532839483233,1.7613705801311246e-46
TRCN0000117774,-5.250786496615643,9.82628032598903,0.0068061847121074215
TRCN0000151585,-9.113051807553072,10.646885209034762,2.644875579492176e-14
TRCN0000117713,-6.108496339185088,11.049307541777143,2.4311798959817026e-76
TRCN0000117714,-6.508431913867272,10.993516382097239,2.0917344439055708e-7
TRCN0000077926,-5.476878100143952,10.240798710776598,2.0855888473733813e-10
TRCN0000117508,-5.881939143368122,10.463672429504935,8.613397858293192e-36
TRCN0000074782,-7.661460420704403,10.704877961198669,1.6046302374733978e-11
TRCN0000058106,-7.563290768072882,11.6208369914177,6.017815208269997e-41
TRCN0000117676,-6.338592799271394,11.470445051425923,2.8136372331230346e-38
TRCN0000021365,-6.880117847502557,11.46407742306843,1.0674008699892635e-47
TRCN0000003882,-6.481345453900103,8.988202349438854,1.9605736767293556e-13
TRCN0000074993,-3.680908099966962,10.418924399786599,9.450886655409383e-12
TRCN0000003883,-8.35436737853027,10.106729006149331,3.1099221962580796e-6
TRCN0000059961,-8.431098033781437,10.029151107029138,3.6709415007702008e-6
TRCN0000074778,-5.641262899110405,11.194731195983353,2.1986400812806193e-61
TRCN0000117772,-6.553747372827387,10.930987099652413,1.0025975942955758e-40
TRCN0000021368,-6.98369123685766,10.635928098156636,3.867504542572623e-9
TRCN0000004997,-6.43060187486443,9.809777976441278,5.147084361235509e-5
